Date,Zone Index,Zone Label,Duration (min),Gallons (est.),Precip (in),Temp High (°F),Temp Low (°F),Humidity Avg (%)
2026-07-06,0,East landscaping,0.0,0.0,0.0,90.0,56.8,32.1
2026-07-06,1,West landscaping,0.0,0.0,0.0,90.0,56.8,32.1
2026-07-06,2,Farm: greenhouse,60.0,24.0,0.0,90.0,56.8,32.1
2026-07-06,3,Farm: outdoor,20.0,5.0,0.0,90.0,56.8,32.1
2026-07-07,0,East landscaping,0.0,0.0,0.0,92.3,56.5,33.4
2026-07-07,1,West landscaping,60.0,12.0,0.0,92.3,56.5,33.4
2026-07-07,2,Farm: greenhouse,60.0,24.0,0.0,92.3,56.5,33.4
2026-07-07,3,Farm: outdoor,20.0,5.0,0.0,92.3,56.5,33.4
2026-07-08,0,East landscaping,0.0,0.0,0.0,91.7,56.3,35.5
2026-07-08,1,West landscaping,0.0,0.0,0.0,91.7,56.3,35.5
2026-07-08,2,Farm: greenhouse,60.0,24.0,0.0,91.7,56.3,35.5
2026-07-08,3,Farm: outdoor,20.0,5.0,0.0,91.7,56.3,35.5
2026-07-09,0,East landscaping,0.0,0.0,0.0,90.6,57.2,31.9
2026-07-09,1,West landscaping,0.0,0.0,0.0,90.6,57.2,31.9
2026-07-09,2,Farm: greenhouse,60.0,24.0,0.0,90.6,57.2,31.9
2026-07-09,3,Farm: outdoor,20.0,5.0,0.0,90.6,57.2,31.9
